category,station_code,station_name,station_type,city,town,elevation_m,longitude,latitude,address,month,metric,source_name,source_url,raw_source_file,raw_item_name,raw_item_value,raw_item_unit,processed_value,processed_unit,processed_method,data_status
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-03,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-03,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水日數,,day,,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-03,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,最大日降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-03,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,氣溫,,℃,,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-03,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,相對溼度,,%,,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-04,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水量,105,mm,105,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-04,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水日數,4,day,4,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-04,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,最大日降水量,69,mm,69,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-04,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,氣溫,14.1,℃,14.1,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-04,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,相對溼度,93,%,93,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-05,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水量,281,mm,281,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-05,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水日數,8,day,8,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-05,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,最大日降水量,145,mm,145,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-05,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,氣溫,16.2,℃,16.2,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-05,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,相對溼度,91,%,91,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-06,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水量,200,mm,200,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-06,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水日數,12,day,12,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-06,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,最大日降水量,59,mm,59,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-06,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,氣溫,17.7,℃,17.7,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-06,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,相對溼度,90,%,90,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-07,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水量,527.5,mm,527.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-07,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水日數,21,day,21,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-07,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,最大日降水量,138.5,mm,138.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-07,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,氣溫,17.8,℃,17.8,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-07,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,相對溼度,92,%,92,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-08,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水量,129,mm,129,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-08,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水日數,13,day,13,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-08,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,最大日降水量,60,mm,60,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-08,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,氣溫,17.8,℃,17.8,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-08,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,相對溼度,88,%,88,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-09,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水量,120,mm,120,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-09,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水日數,16,day,16,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-09,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,最大日降水量,69,mm,69,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-09,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,氣溫,17.9,℃,17.9,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-09,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,相對溼度,87,%,87,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-10,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水量,46,mm,46,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-10,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水日數,5,day,5,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-10,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,最大日降水量,21.5,mm,21.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-10,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,氣溫,17.4,℃,17.4,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-10,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,相對溼度,86,%,86,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-11,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水量,45,mm,45,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-11,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水日數,9,day,9,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-11,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,最大日降水量,21.5,mm,21.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-11,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,氣溫,15,℃,15,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-11,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,相對溼度,75,%,75,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-12,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水量,55.5,mm,55.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-12,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,降水日數,15,day,15,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-12,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,最大日降水量,18.5,mm,18.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-12,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,氣溫,10.8,℃,10.8,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E940,雪見,署屬自動站,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,2025-12,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E940-2025.csv,相對溼度,75,%,75,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E950,松安,署屬自動站,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,2025-01,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E950-2025.csv,降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E950,松安,署屬自動站,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,2025-01,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E950-2025.csv,降水日數,,day,,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E950,松安,署屬自動站,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,2025-01,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E950-2025.csv,最大日降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E950,松安,署屬自動站,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,2025-01,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E950-2025.csv,氣溫,,℃,,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E950,松安,署屬自動站,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,2025-01,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E950-2025.csv,相對溼度,,%,,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E950,松安,署屬自動站,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,2025-02,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E950-2025.csv,降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E950,松安,署屬自動站,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,2025-02,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E950-2025.csv,降水日數,,day,,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E950,松安,署屬自動站,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,2025-02,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E950-2025.csv,最大日降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E950,松安,署屬自動站,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,2025-02,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E950-2025.csv,氣溫,,℃,,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E950,松安,署屬自動站,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,2025-02,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E950-2025.csv,相對溼度,,%,,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E950,松安,署屬自動站,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,2025-03,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E950-2025.csv,降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E950,松安,署屬自動站,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,2025-03,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E950-2025.csv,降水日數,,day,,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E950,松安,署屬自動站,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,2025-03,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E950-2025.csv,最大日降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E950,松安,署屬自動站,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,2025-03,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E950-2025.csv,氣溫,,℃,,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C0E950,松安,署屬自動站,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,2025-03,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E950-2025.csv,相對溼度,,%,,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
