category,waterway_type,river,basin,month,metric,source_name,source_url,formula_source_url,source_site_count,source_site_ids,source_site_names,raw_site_rpi_values,raw_do_values_mg_l,raw_bod5_values_mg_l,raw_ss_values_mg_l,raw_nh3n_values_mg_l,processed_value,processed_unit,processed_level,processed_method,data_status
water,river,老庄溪,大安溪流域,2025/01,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,2,1343;1344,協成橋;文峰橋,1343:1.0;1344:1.0,1343:9.8;1344:10.2,1343:2;1344:2.1,1343:2.8;1344:4,1343:0.08;1344:0.05,1.0,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,老庄溪,大安溪流域,2025/03,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,1,1343,協成橋,1343:1.0,1343:10.3,1343:3,1343:3,1343:0.1,1.0,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,老庄溪,大安溪流域,2025/06,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,2,1343;1344,協成橋;文峰橋,1343:2.75;1344:1.5,1343:8.5;1344:8.1,1343:8.4;1344:2,1343:23;1344:30.4,1343:0.06;1344:0.12,2.12,RPI,輕度污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,老庄溪,大安溪流域,2025/07,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,2,1343;1344,協成橋;文峰橋,1343:2.25;1344:2.25,1343:7.8;1344:7.7,1343:<1.0;1344:1,1343:71.5;1344:68.5,1343:0.12;1344:0.1,2.25,RPI,輕度污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,老庄溪,大安溪流域,2025/08,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,1,1343,協成橋,1343:1.0,1343:8,1343:<1.0,1343:9.7,1343:0.06,1.0,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,老庄溪,大安溪流域,2025/09,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,1,1343,協成橋,1343:1.0,1343:8.4,1343:<1.0,1343:9.5,1343:0.05,1.0,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,老庄溪,大安溪流域,2025/10,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,1,1343,協成橋,1343:1.0,1343:9.6,1343:1.2,1343:6.3,1343:0.05,1.0,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,老庄溪,大安溪流域,2025/12,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,1,1343,協成橋,1343:1.0,1343:9,1343:1.4,1343:2.4,1343:0.05,1.0,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,西湖溪,西湖溪流域,2025/01,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,2,1103;1297,西湖橋(原名四湖橋);竹盛橋（原為竹盛大橋）,1103:1.0;1297:1.0,1103:10.4;1297:9,1103:2.5;1297:<1.0,1103:7.6;1297:2.6,1103:0.07;1297:0.15,1.0,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,西湖溪,西湖溪流域,2025/02,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,2,1103;1297,西湖橋(原名四湖橋);竹盛橋（原為竹盛大橋）,1103:2.25;1297:2.25,1103:9.9;1297:8.1,1103:7.4;1297:11,1103:6;1297:2.2,1103:0.15;1297:0.2,2.25,RPI,輕度污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,西湖溪,西湖溪流域,2025/03,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,4,1101;1102;1103;1297,竹森橋（原為竹森大橋）;龍壽橋;西湖橋(原名四湖橋);竹盛橋（原為竹盛大橋）,1101:2.25;1102:1.5;1103:2.0;1297:1.0,1101:8.6;1102:8.6;1103:8.9;1297:8.3,1101:11.2;1102:2.7;1103:3.2;1297:2.6,1101:16.6;1102:22.6;1103:45.4;1297:19,1101:0.19;1102:0.2;1103:0.16;1297:0.19,1.69,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,西湖溪,西湖溪流域,2025/04,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,3,1101;1103;1297,竹森橋（原為竹森大橋）;西湖橋(原名四湖橋);竹盛橋（原為竹盛大橋）,1101:1.0;1103:1.0;1297:2.25,1101:8.8;1103:10.1;1297:8.6,1101:1.7;1103:1.3;1297:6.4,1101:3.1;1103:6.6;1297:1.7,1101:0.11;1103:0.08;1297:0.06,1.42,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,西湖溪,西湖溪流域,2025/05,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,4,1101;1102;1103;1297,竹森橋（原為竹森大橋）;龍壽橋;西湖橋(原名四湖橋);竹盛橋（原為竹盛大橋）,1101:1.0;1102:1.0;1103:1.0;1297:1.0,1101:8.4;1102:9.2;1103:9.1;1297:8.3,1101:1.2;1102:1.2;1103:1.2;1297:<1.0,1101:3.3;1102:2.3;1103:3.6;1297:3.8,1101:0.07;1102:0.07;1103:0.08;1297:0.04,1.0,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,西湖溪,西湖溪流域,2025/06,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,4,1101;1102;1103;1297,竹森橋（原為竹森大橋）;龍壽橋;西湖橋(原名四湖橋);竹盛橋（原為竹盛大橋）,1101:1.0;1102:1.0;1103:1.0;1297:1.0,1101:8;1102:8.7;1103:8.7;1297:7.5,1101:<1.0;1102:<1.0;1103:1;1297:<1.0,1101:3.9;1102:5.2;1103:8.4;1297:9.8,1101:0.02;1102:0.02;1103:0.04;1297:0.05,1.0,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,西湖溪,西湖溪流域,2025/07,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,3,1101;1103;1297,竹森橋（原為竹森大橋）;西湖橋(原名四湖橋);竹盛橋（原為竹盛大橋）,1101:1.0;1103:1.5;1297:1.0,1101:7.6;1103:7.7;1297:7.1,1101:<1.0;1103:<1.0;1297:<1.0,1101:1.2;1103:31;1297:1.1,1101:0.06;1103:0.1;1297:0.05,1.17,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,西湖溪,西湖溪流域,2025/08,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,4,1101;1102;1103;1297,竹森橋（原為竹森大橋）;龍壽橋;西湖橋(原名四湖橋);竹盛橋（原為竹盛大橋）,1101:1.0;1102:1.0;1103:1.0;1297:1.0,1101:8.2;1102:8.2;1103:8.3;1297:8.1,1101:<1.0;1102:<1.0;1103:<1.0;1297:<1.0,1101:8;1102:9.4;1103:13.6;1297:11.6,1101:0.04;1102:0.05;1103:0.06;1297:0.08,1.0,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,西湖溪,西湖溪流域,2025/09,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,4,1101;1102;1103;1297,竹森橋（原為竹森大橋）;龍壽橋;西湖橋(原名四湖橋);竹盛橋（原為竹盛大橋）,1101:1.0;1102:1.0;1103:1.0;1297:1.0,1101:7.9;1102:8.6;1103:9.1;1297:8.1,1101:<1.0;1102:<1.0;1103:<1.0;1297:<1.0,1101:4.1;1102:4.5;1103:5.7;1297:4.5,1101:0.01;1102:0.04;1103:0.04;1297:0.04,1.0,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,西湖溪,西湖溪流域,2025/10,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,3,1102;1103;1297,龍壽橋;西湖橋(原名四湖橋);竹盛橋（原為竹盛大橋）,1102:1.0;1103:1.0;1297:1.0,1102:9.3;1103:9.3;1297:7.4,1102:<1.0;1103:<1.0;1297:<1.0,1102:2.8;1103:4.8;1297:2,1102:0.05;1103:0.06;1297:0.03,1.0,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,西湖溪,西湖溪流域,2025/11,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,3,1102;1103;1297,龍壽橋;西湖橋(原名四湖橋);竹盛橋（原為竹盛大橋）,1102:1.5;1103:1.0;1297:1.5,1102:8.2;1103:8.7;1297:7.2,1102:<1.0;1103:<1.0;1297:4.5,1102:34.7;1103:18.4;1297:4.4,1102:0.04;1103:0.04;1297:0.12,1.33,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
water,river,西湖溪,西湖溪流域,2025/12,RPI,環境部環境資料開放平臺：河川水質監測資料 WQX_P_01,https://data.moenv.gov.tw/dataset/detail/WQX_P_01,https://wq.moenv.gov.tw/EWQP/zh/Encyclopedia/NounDefinition/Pedia_37.aspx,2,1102;1103,龍壽橋;西湖橋(原名四湖橋),1102:1.0;1103:1.0,1102:9.9;1103:10.3,1102:<1.0;1103:<1.0,1102:8.1;1103:9.5,1102:0.04;1103:0.07,1.0,RPI,未受或稍受污染,先以各測站DO、BOD5、SS、NH3-N四項參數依環境部RPI公式計算測站RPI，再依同一溪流同月份所有有效測站RPI取平均。,已整理
