category,city,town,month,metric,source_station_count,source_station_codes,source_station_names,raw_station_values_mm,raw_average_mm,processed_value,processed_unit,processed_method,source_name,source_url,data_status
water,苗栗縣,公館鄉,2025-01,rainfall,1,C1E770,公館,公館(C1E770)=26.5,26.5,26.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,公館鄉,2025-02,rainfall,1,C1E770,公館,公館(C1E770)=79.5,79.5,79.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,公館鄉,2025-03,rainfall,1,C1E770,公館,公館(C1E770)=228.5,228.5,228.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,公館鄉,2025-04,rainfall,1,C1E770,公館,公館(C1E770)=135.5,135.5,135.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,公館鄉,2025-05,rainfall,1,C1E770,公館,公館(C1E770)=287.5,287.5,287.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,公館鄉,2025-06,rainfall,1,C1E770,公館,公館(C1E770)=71,71.0,71.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,公館鄉,2025-07,rainfall,1,C1E770,公館,公館(C1E770)=544.5,544.5,544.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,公館鄉,2025-08,rainfall,1,C1E770,公館,公館(C1E770)=92.5,92.5,92.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,公館鄉,2025-09,rainfall,1,C1E770,公館,公館(C1E770)=96,96.0,96.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,公館鄉,2025-10,rainfall,1,C1E770,公館,公館(C1E770)=36,36.0,36.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,公館鄉,2025-11,rainfall,1,C1E770,公館,公館(C1E770)=13,13.0,13.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,公館鄉,2025-12,rainfall,1,C1E770,公館,公館(C1E770)=1,1.0,1.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,銅鑼鄉,2025-01,rainfall,1,C0E780,銅鑼,銅鑼(C0E780)=16.5,16.5,16.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,銅鑼鄉,2025-02,rainfall,1,C0E780,銅鑼,銅鑼(C0E780)=83.5,83.5,83.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,銅鑼鄉,2025-03,rainfall,1,C0E780,銅鑼,銅鑼(C0E780)=225.5,225.5,225.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,銅鑼鄉,2025-04,rainfall,1,C0E780,銅鑼,銅鑼(C0E780)=125,125.0,125.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,銅鑼鄉,2025-05,rainfall,1,C0E780,銅鑼,銅鑼(C0E780)=288.5,288.5,288.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,銅鑼鄉,2025-06,rainfall,1,C0E780,銅鑼,銅鑼(C0E780)=89,89.0,89.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,銅鑼鄉,2025-07,rainfall,1,C0E780,銅鑼,銅鑼(C0E780)=507.5,507.5,507.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,銅鑼鄉,2025-08,rainfall,1,C0E780,銅鑼,銅鑼(C0E780)=79.5,79.5,79.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,銅鑼鄉,2025-09,rainfall,1,C0E780,銅鑼,銅鑼(C0E780)=115,115.0,115.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,銅鑼鄉,2025-10,rainfall,1,C0E780,銅鑼,銅鑼(C0E780)=37,37.0,37.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,銅鑼鄉,2025-11,rainfall,1,C0E780,銅鑼,銅鑼(C0E780)=21.5,21.5,21.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,銅鑼鄉,2025-12,rainfall,1,C0E780,銅鑼,銅鑼(C0E780)=3.5,3.5,3.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,南庄鄉,2025-01,rainfall,2,C1E480;C1E670,鳳美;南礦,鳳美(C1E480)=72;南礦(C1E670)=70,71.0,71.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,南庄鄉,2025-02,rainfall,2,C1E480;C1E670,鳳美;南礦,鳳美(C1E480)=134;南礦(C1E670)=134,134.0,134.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,南庄鄉,2025-03,rainfall,2,C1E480;C1E670,鳳美;南礦,鳳美(C1E480)=428;南礦(C1E670)=374,401.0,401.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,南庄鄉,2025-04,rainfall,2,C1E480;C1E670,鳳美;南礦,鳳美(C1E480)=235;南礦(C1E670)=214,224.5,224.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,南庄鄉,2025-05,rainfall,2,C1E480;C1E670,鳳美;南礦,鳳美(C1E480)=417.5;南礦(C1E670)=454.5,436.0,436.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,南庄鄉,2025-06,rainfall,2,C1E480;C1E670,鳳美;南礦,鳳美(C1E480)=223;南礦(C1E670)=341.5,282.25,282.25,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,南庄鄉,2025-07,rainfall,2,C1E480;C1E670,鳳美;南礦,鳳美(C1E480)=446.5;南礦(C1E670)=547,496.75,496.75,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,南庄鄉,2025-08,rainfall,2,C1E480;C1E670,鳳美;南礦,鳳美(C1E480)=148.5;南礦(C1E670)=165,156.75,156.75,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,南庄鄉,2025-09,rainfall,2,C1E480;C1E670,鳳美;南礦,鳳美(C1E480)=159.5;南礦(C1E670)=226.5,193.0,193.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,南庄鄉,2025-10,rainfall,2,C1E480;C1E670,鳳美;南礦,鳳美(C1E480)=115.5;南礦(C1E670)=96,105.75,105.75,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,南庄鄉,2025-11,rainfall,2,C1E480;C1E670,鳳美;南礦,鳳美(C1E480)=18;南礦(C1E670)=28.5,23.25,23.25,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,南庄鄉,2025-12,rainfall,2,C1E480;C1E670,鳳美;南礦,鳳美(C1E480)=15;南礦(C1E670)=6.5,10.75,10.75,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭屋鄉,2025-01,rainfall,1,C0E550,明德,明德(C0E550)=31.5,31.5,31.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭屋鄉,2025-02,rainfall,1,C0E550,明德,明德(C0E550)=77,77.0,77.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭屋鄉,2025-03,rainfall,1,C0E550,明德,明德(C0E550)=264,264.0,264.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭屋鄉,2025-04,rainfall,1,C0E550,明德,明德(C0E550)=157.5,157.5,157.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭屋鄉,2025-05,rainfall,1,C0E550,明德,明德(C0E550)=294,294.0,294.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭屋鄉,2025-06,rainfall,1,C0E550,明德,明德(C0E550)=94,94.0,94.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭屋鄉,2025-07,rainfall,1,C0E550,明德,明德(C0E550)=461,461.0,461.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭屋鄉,2025-08,rainfall,1,C0E550,明德,明德(C0E550)=57.5,57.5,57.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭屋鄉,2025-09,rainfall,1,C0E550,明德,明德(C0E550)=110.5,110.5,110.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭屋鄉,2025-10,rainfall,1,C0E550,明德,明德(C0E550)=70.5,70.5,70.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭屋鄉,2025-11,rainfall,1,C0E550,明德,明德(C0E550)=31.5,31.5,31.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭屋鄉,2025-12,rainfall,1,C0E550,明德,明德(C0E550)=3,3.0,3.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三義鄉,2025-01,rainfall,1,C2E880,三義,三義(C2E880)=29,29.0,29.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三義鄉,2025-02,rainfall,1,C2E880,三義,三義(C2E880)=81.5,81.5,81.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三義鄉,2025-03,rainfall,1,C2E880,三義,三義(C2E880)=177,177.0,177.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三義鄉,2025-04,rainfall,1,C2E880,三義,三義(C2E880)=114.5,114.5,114.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三義鄉,2025-05,rainfall,1,C2E880,三義,三義(C2E880)=300,300.0,300.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三義鄉,2025-06,rainfall,1,C2E880,三義,三義(C2E880)=129,129.0,129.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三義鄉,2025-07,rainfall,1,C2E880,三義,三義(C2E880)=641,641.0,641.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三義鄉,2025-08,rainfall,1,C2E880,三義,三義(C2E880)=147.5,147.5,147.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三義鄉,2025-09,rainfall,1,C2E880,三義,三義(C2E880)=213.5,213.5,213.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三義鄉,2025-10,rainfall,1,C2E880,三義,三義(C2E880)=34,34.0,34.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三義鄉,2025-11,rainfall,1,C2E880,三義,三義(C2E880)=23.5,23.5,23.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三義鄉,2025-12,rainfall,1,C2E880,三義,三義(C2E880)=3.5,3.5,3.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,西湖鄉,2025-01,rainfall,1,C0E810,西湖,西湖(C0E810)=17.5,17.5,17.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,西湖鄉,2025-02,rainfall,1,C0E810,西湖,西湖(C0E810)=57.5,57.5,57.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,西湖鄉,2025-03,rainfall,1,C0E810,西湖,西湖(C0E810)=234.5,234.5,234.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,西湖鄉,2025-04,rainfall,1,C0E810,西湖,西湖(C0E810)=44.5,44.5,44.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,西湖鄉,2025-05,rainfall,1,C0E810,西湖,西湖(C0E810)=115.5,115.5,115.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,西湖鄉,2025-06,rainfall,1,C0E810,西湖,西湖(C0E810)=80,80.0,80.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,西湖鄉,2025-07,rainfall,1,C0E810,西湖,西湖(C0E810)=596.5,596.5,596.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,西湖鄉,2025-08,rainfall,1,C0E810,西湖,西湖(C0E810)=60,60.0,60.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,西湖鄉,2025-09,rainfall,1,C0E810,西湖,西湖(C0E810)=82.5,82.5,82.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,西湖鄉,2025-10,rainfall,1,C0E810,西湖,西湖(C0E810)=24.5,24.5,24.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,西湖鄉,2025-11,rainfall,1,C0E810,西湖,西湖(C0E810)=33.5,33.5,33.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,西湖鄉,2025-12,rainfall,1,C0E810,西湖,西湖(C0E810)=2,2.0,2.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
