category,city,town,month,metric,source_station_count,source_station_codes,source_station_names,raw_station_values_mm,raw_average_mm,processed_value,processed_unit,processed_method,source_name,source_url,data_status
water,苗栗縣,造橋鄉,2025-01,rainfall,1,C0E740,造橋,造橋(C0E740)=29,29.0,29.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,造橋鄉,2025-02,rainfall,1,C0E740,造橋,造橋(C0E740)=71,71.0,71.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,造橋鄉,2025-03,rainfall,1,C0E740,造橋,造橋(C0E740)=246.5,246.5,246.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,造橋鄉,2025-04,rainfall,1,C0E740,造橋,造橋(C0E740)=175.5,175.5,175.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,造橋鄉,2025-05,rainfall,1,C0E740,造橋,造橋(C0E740)=286.5,286.5,286.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,造橋鄉,2025-06,rainfall,1,C0E740,造橋,造橋(C0E740)=95.5,95.5,95.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,造橋鄉,2025-07,rainfall,1,C0E740,造橋,造橋(C0E740)=526.5,526.5,526.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,造橋鄉,2025-08,rainfall,1,C0E740,造橋,造橋(C0E740)=37.5,37.5,37.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,造橋鄉,2025-09,rainfall,1,C0E740,造橋,造橋(C0E740)=54.5,54.5,54.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,造橋鄉,2025-10,rainfall,1,C0E740,造橋,造橋(C0E740)=80,80.0,80.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,造橋鄉,2025-11,rainfall,1,C0E740,造橋,造橋(C0E740)=29.5,29.5,29.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,造橋鄉,2025-12,rainfall,1,C0E740,造橋,造橋(C0E740)=3.5,3.5,3.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三灣鄉,2025-01,rainfall,1,C0E850,大河,大河(C0E850)=51.5,51.5,51.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三灣鄉,2025-02,rainfall,1,C0E850,大河,大河(C0E850)=97,97.0,97.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三灣鄉,2025-03,rainfall,1,C0E850,大河,大河(C0E850)=286,286.0,286.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三灣鄉,2025-04,rainfall,1,C0E850,大河,大河(C0E850)=187,187.0,187.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三灣鄉,2025-05,rainfall,1,C0E850,大河,大河(C0E850)=339,339.0,339.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三灣鄉,2025-06,rainfall,1,C0E850,大河,大河(C0E850)=164,164.0,164.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三灣鄉,2025-07,rainfall,1,C0E850,大河,大河(C0E850)=604,604.0,604.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三灣鄉,2025-08,rainfall,1,C0E850,大河,大河(C0E850)=128,128.0,128.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三灣鄉,2025-09,rainfall,1,C0E850,大河,大河(C0E850)=201.5,201.5,201.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三灣鄉,2025-10,rainfall,1,C0E850,大河,大河(C0E850)=130,130.0,130.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三灣鄉,2025-11,rainfall,1,C0E850,大河,大河(C0E850)=48.5,48.5,48.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,三灣鄉,2025-12,rainfall,1,C0E850,大河,大河(C0E850)=9.5,9.5,9.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,獅潭鄉,2025-01,rainfall,1,C0E820,獅潭,獅潭(C0E820)=44.5,44.5,44.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,獅潭鄉,2025-02,rainfall,1,C0E820,獅潭,獅潭(C0E820)=100.5,100.5,100.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,獅潭鄉,2025-03,rainfall,1,C0E820,獅潭,獅潭(C0E820)=331.5,331.5,331.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,獅潭鄉,2025-04,rainfall,1,C0E820,獅潭,獅潭(C0E820)=158,158.0,158.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,獅潭鄉,2025-05,rainfall,1,C0E820,獅潭,獅潭(C0E820)=393.5,393.5,393.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,獅潭鄉,2025-06,rainfall,1,C0E820,獅潭,獅潭(C0E820)=87.5,87.5,87.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,獅潭鄉,2025-07,rainfall,1,C0E820,獅潭,獅潭(C0E820)=552.5,552.5,552.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,獅潭鄉,2025-08,rainfall,1,C0E820,獅潭,獅潭(C0E820)=108,108.0,108.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,獅潭鄉,2025-09,rainfall,1,C0E820,獅潭,獅潭(C0E820)=239,239.0,239.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,獅潭鄉,2025-10,rainfall,1,C0E820,獅潭,獅潭(C0E820)=70.5,70.5,70.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,獅潭鄉,2025-11,rainfall,1,C0E820,獅潭,獅潭(C0E820)=20.5,20.5,20.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,獅潭鄉,2025-12,rainfall,1,C0E820,獅潭,獅潭(C0E820)=5.5,5.5,5.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,泰安鄉,2025-01,rainfall,6,C0E610;C1E451;C1E461;C1E681;C1E701;C1E721,馬都安;象鼻;松安;南勢山;八卦;泰安,馬都安(C0E610)=50;象鼻(C1E451)=42;松安(C1E461)=66;南勢山(C1E681)=43.5;八卦(C1E701)=43;泰安(C1E721)=21,44.25,44.25,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,泰安鄉,2025-02,rainfall,5,C0E610;C1E451;C1E461;C1E681;C1E701,馬都安;象鼻;松安;南勢山;八卦,馬都安(C0E610)=90;象鼻(C1E451)=75.5;松安(C1E461)=116.5;南勢山(C1E681)=89.5;八卦(C1E701)=82.5,90.8,90.8,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,泰安鄉,2025-03,rainfall,5,C0E610;C1E451;C1E461;C1E681;C1E701,馬都安;象鼻;松安;南勢山;八卦,馬都安(C0E610)=289;象鼻(C1E451)=226;松安(C1E461)=288;南勢山(C1E681)=253.5;八卦(C1E701)=286.5,268.6,268.6,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,泰安鄉,2025-04,rainfall,8,C0E610;C0E940;C0E950;C0E960;C1E451;C1E461;C1E681;C1E701,馬都安;雪見;松安;觀霧分站;象鼻;松安;南勢山;八卦,馬都安(C0E610)=136;雪見(C0E940)=105;松安(C0E950)=35.5;觀霧分站(C0E960)=0;象鼻(C1E451)=119;松安(C1E461)=173.5;南勢山(C1E681)=146.5;八卦(C1E701)=130,105.69,105.69,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,泰安鄉,2025-05,rainfall,8,C0E610;C0E940;C0E950;C0E960;C1E451;C1E461;C1E681;C1E701,馬都安;雪見;松安;觀霧分站;象鼻;松安;南勢山;八卦,馬都安(C0E610)=376;雪見(C0E940)=281;松安(C0E950)=460.5;觀霧分站(C0E960)=713.5;象鼻(C1E451)=253;松安(C1E461)=448;南勢山(C1E681)=348;八卦(C1E701)=342.5,402.81,402.81,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,泰安鄉,2025-06,rainfall,8,C0E610;C0E940;C0E950;C0E960;C1E451;C1E461;C1E681;C1E701,馬都安;雪見;松安;觀霧分站;象鼻;松安;南勢山;八卦,馬都安(C0E610)=241;雪見(C0E940)=200;松安(C0E950)=340;觀霧分站(C0E960)=222.5;象鼻(C1E451)=312;松安(C1E461)=332.5;南勢山(C1E681)=195.5;八卦(C1E701)=202.5,255.75,255.75,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,泰安鄉,2025-07,rainfall,9,C0E610;C0E940;C0E950;C0E960;C1E451;C1E461;C1E681;C1E701;C1E721,馬都安;雪見;松安;觀霧分站;象鼻;松安;南勢山;八卦;泰安,馬都安(C0E610)=460;雪見(C0E940)=527.5;松安(C0E950)=371.5;觀霧分站(C0E960)=495.5;象鼻(C1E451)=623.5;松安(C1E461)=523;南勢山(C1E681)=525;八卦(C1E701)=531;泰安(C1E721)=247,478.22,478.22,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,泰安鄉,2025-08,rainfall,9,C0E610;C0E940;C0E950;C0E960;C1E451;C1E461;C1E681;C1E701;C1E721,馬都安;雪見;松安;觀霧分站;象鼻;松安;南勢山;八卦;泰安,馬都安(C0E610)=146.5;雪見(C0E940)=129;松安(C0E950)=43;觀霧分站(C0E960)=125;象鼻(C1E451)=183;松安(C1E461)=144.5;南勢山(C1E681)=176.5;八卦(C1E701)=141;泰安(C1E721)=124.5,134.78,134.78,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,泰安鄉,2025-09,rainfall,9,C0E610;C0E940;C0E950;C0E960;C1E451;C1E461;C1E681;C1E701;C1E721,馬都安;雪見;松安;觀霧分站;象鼻;松安;南勢山;八卦;泰安,馬都安(C0E610)=174;雪見(C0E940)=120;松安(C0E950)=177.5;觀霧分站(C0E960)=171.5;象鼻(C1E451)=268.5;松安(C1E461)=176;南勢山(C1E681)=245.5;八卦(C1E701)=202.5;泰安(C1E721)=154,187.72,187.72,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,泰安鄉,2025-10,rainfall,9,C0E610;C0E940;C0E950;C0E960;C1E451;C1E461;C1E681;C1E701;C1E721,馬都安;雪見;松安;觀霧分站;象鼻;松安;南勢山;八卦;泰安,馬都安(C0E610)=31.5;雪見(C0E940)=46;松安(C0E950)=32.5;觀霧分站(C0E960)=186;象鼻(C1E451)=36;松安(C1E461)=31.5;南勢山(C1E681)=42;八卦(C1E701)=21.5;泰安(C1E721)=50.5,53.06,53.06,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,泰安鄉,2025-11,rainfall,9,C0E610;C0E940;C0E950;C0E960;C1E451;C1E461;C1E681;C1E701;C1E721,馬都安;雪見;松安;觀霧分站;象鼻;松安;南勢山;八卦;泰安,馬都安(C0E610)=11.5;雪見(C0E940)=45;松安(C0E950)=10;觀霧分站(C0E960)=57.5;象鼻(C1E451)=7.5;松安(C1E461)=11;南勢山(C1E681)=8.5;八卦(C1E701)=21;泰安(C1E721)=8.5,20.06,20.06,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,泰安鄉,2025-12,rainfall,9,C0E610;C0E940;C0E950;C0E960;C1E451;C1E461;C1E681;C1E701;C1E721,馬都安;雪見;松安;觀霧分站;象鼻;松安;南勢山;八卦;泰安,馬都安(C0E610)=12.5;雪見(C0E940)=55.5;松安(C0E950)=13.5;觀霧分站(C0E960)=54;象鼻(C1E451)=9.5;松安(C1E461)=13.5;南勢山(C1E681)=13;八卦(C1E701)=5.5;泰安(C1E721)=3,20.0,20.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
